,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
Azure-Samples\\app-service-java-manage-authentication-for-functions,"Mann_Kendall_Test(trend='increasing', h=True, p=0.007081880217869596, z=2.6929692410670665, Tau=0.23715415019762845, s=60.0, var_s=480.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.4399155201516578e-09, z=6.0509528884502926, Tau=0.8932806324110671, s=226.0, var_s=1382.6666666666667, slope=38.875, intercept=668.875)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006603491180718235, z=2.716205518815465, Tau=0.4031620553359684, s=102.0, var_s=1382.6666666666667, slope=0.016380894060012287, intercept=3.428505817513778)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-manage-functions-with-custom-domains,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006572022363760643, z=2.717786532523045, Tau=0.22, s=66.0, var_s=572.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.3546075372516952e-10, z=6.420911639901701, Tau=0.9066666666666666, s=272.0, var_s=1781.3333333333333, slope=32.30672268907563, intercept=645.8193277310925)","Mann_Kendall_Test(trend='increasing', h=True, p=0.002239757930150965, z=3.0564487141967502, Tau=0.43333333333333335, s=130.0, var_s=1781.3333333333333, slope=0.014452495974235072, intercept=3.4832864662196275)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-manage-functions,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=647.8035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006490378662366902, z=2.7219203344345435, Tau=0.39492753623188404, s=109.0, var_s=1574.3333333333333, slope=0.013123072759672363, intercept=3.581775376364929)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-manage-data-connections-for-web-apps-on-linux,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006572022363760643, z=2.717786532523045, Tau=0.22, s=66.0, var_s=572.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.7139002156673087e-10, z=6.314298326899837, Tau=0.8866666666666667, s=266.0, var_s=1761.3333333333333, slope=32.30672268907563, intercept=671.3193277310925)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003937418532409032, z=2.883132443603322, Tau=0.4066666666666667, s=122.0, var_s=1761.3333333333333, slope=0.012858124162471996, intercept=3.581813621161447)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-scale-web-apps-on-linux,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=697.3035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004761632728695009, z=2.82273219867286, Tau=0.40942028985507245, s=113.0, var_s=1574.3333333333333, slope=0.015807411674347214, intercept=3.4101195276497687)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-manage-storage-connections-for-web-apps-on-linux,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=661.8035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004761632728695009, z=2.82273219867286, Tau=0.40942028985507245, s=113.0, var_s=1574.3333333333333, slope=0.01527031063321386, intercept=3.44391523724185)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-configure-deployment-sources-for-web-apps-on-linux,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.751157245408422e-10, z=6.2271106285066935, Tau=0.8985507246376812, s=248.0, var_s=1573.3333333333333, slope=35.875, intercept=658.9375)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0031809911451921025, z=2.949683981924223, Tau=0.427536231884058, s=118.0, var_s=1573.3333333333333, slope=0.017590817500164814, intercept=3.421024926479197)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-manage-web-apps-on-linux-with-custom-domains,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006572022363760643, z=2.717786532523045, Tau=0.22, s=66.0, var_s=572.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.7139002156673087e-10, z=6.314298326899837, Tau=0.8866666666666667, s=266.0, var_s=1761.3333333333333, slope=32.30672268907563, intercept=689.3193277310925)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0028971728239808314, z=2.9784426070282253, Tau=0.42, s=126.0, var_s=1761.3333333333333, slope=0.013192121887774046, intercept=3.563916759568934)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-manage-web-apps-on-linux,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=653.8035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006490378662366902, z=2.7219203344345435, Tau=0.39492753623188404, s=109.0, var_s=1574.3333333333333, slope=0.013123072759672363, intercept=3.581775376364929)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-manage-authentication-for-web-apps,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=680.3035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004761632728695009, z=2.82273219867286, Tau=0.40942028985507245, s=113.0, var_s=1574.3333333333333, slope=0.014324331131053816, intercept=3.500761731074267)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\monitor-java-autoscale-based-on-performance,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=1263.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=3.791208791208791)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\monitor-java-metric-alerts-on-critical-performance,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.19043026382552397, z=1.3093073414159544, Tau=0.25, s=7.0, var_s=21.0, slope=0.0, intercept=1250.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.19043026382552397, z=1.3093073414159544, Tau=0.25, s=7.0, var_s=21.0, slope=0.0, intercept=3.8)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\monitor-java-activitylog-alerts-on-security-breach-or-risk,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.19043026382552397, z=1.3093073414159544, Tau=0.25, s=7.0, var_s=21.0, slope=0.0, intercept=1262.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.19043026382552397, z=1.3093073414159544, Tau=0.25, s=7.0, var_s=21.0, slope=0.0, intercept=3.844444444444445)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\eventhub-java-manage-event-hub-events,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003441766677845237, z=2.925252649612825, Tau=0.6, s=33.0, var_s=119.66666666666667, slope=3.75, intercept=1236.25)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003441766677845237, z=2.925252649612825, Tau=0.6, s=33.0, var_s=119.66666666666667, slope=0.011111111111111294, intercept=3.7666666666666657)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\redis-java-manage-cache,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3349261707414992, z=-0.9642388900931872, Tau=-0.09032258064516129, s=-42.0, var_s=1808.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=5.473033137803895e-10, z=6.204903902205792, Tau=0.7806451612903226, s=363.0, var_s=3403.6666666666665, slope=30.34090909090909, intercept=520.3863636363636)","Mann_Kendall_Test(trend='no trend', h=False, p=0.21589310712685217, z=-1.2375226599241331, Tau=-0.15698924731182795, s=-73.0, var_s=3385.0, slope=-0.018019359642591225, intercept=4.0724881968366695)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\monitor-java-query-metrics-activitylogs,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=3.151171631299299e-05, z=4.162257174595538, Tau=0.7416666666666667, s=89.0, var_s=447.0, slope=19.369230769230768, intercept=1107.9807692307693)","Mann_Kendall_Test(trend='increasing', h=True, p=0.007892242400445726, z=2.656645335966071, Tau=0.475, s=57.0, var_s=444.3333333333333, slope=0.005720307090170129, intercept=3.807617040493753)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-configure-deployment-sources-for-web-apps-async,"Mann_Kendall_Test(trend='increasing', h=True, p=0.007081880217869596, z=2.6929692410670665, Tau=0.23715415019762845, s=60.0, var_s=480.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.4399155201516578e-09, z=6.0509528884502926, Tau=0.8932806324110671, s=226.0, var_s=1382.6666666666667, slope=38.875, intercept=685.375)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006603491180718235, z=2.716205518815465, Tau=0.4031620553359684, s=102.0, var_s=1382.6666666666667, slope=0.019416666666666683, intercept=3.2932659817351593)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\cdn-java-manage-cdn,"Mann_Kendall_Test(trend='no trend', h=False, p=0.24151988886158016, z=-1.171196283409691, Tau=-0.11264367816091954, s=-49.0, var_s=1679.6666666666667, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=9.85975523448701e-10, z=6.111664069886526, Tau=0.7816091954022989, s=340.0, var_s=3076.6666666666665, slope=31.5, intercept=528.25)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3968057173018975, z=-0.847339856296952, Tau=-0.1103448275862069, s=-48.0, var_s=3076.6666666666665, slope=-0.012143874643874638, intercept=3.9287743543791933)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-virtual-machine-scale-sets-async,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.25892857142857, intercept=734.5223214285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004761632728695009, z=2.82273219867286, Tau=0.40942028985507245, s=113.0, var_s=1574.3333333333333, slope=0.015218840805313386, intercept=3.4199078126496794)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\network-java-manage-virtual-network-async,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=705.3035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004761632728695009, z=2.82273219867286, Tau=0.40942028985507245, s=113.0, var_s=1574.3333333333333, slope=0.015779774990301306, intercept=3.394560726139673)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\storage-java-manage-storage-accounts-async,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006357565107970364, z=2.7287460032774353, Tau=0.2123076923076923, s=69.0, var_s=621.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.8869283913147683e-10, z=6.370272428347352, Tau=0.8707692307692307, s=283.0, var_s=1959.6666666666667, slope=30.5, intercept=731.75)","Mann_Kendall_Test(trend='increasing', h=True, p=4.780000428739051e-05, z=4.06613133724299, Tau=0.556923076923077, s=181.0, var_s=1959.6666666666667, slope=0.016421708523592076, intercept=3.3139594126858682)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-vm-async,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.095717098806517e-10, z=6.250335582775619, Tau=0.9021739130434783, s=249.0, var_s=1574.3333333333333, slope=34.32142857142857, intercept=685.8035714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003460712406596622, z=2.9235440629111764, Tau=0.42391304347826086, s=117.0, var_s=1574.3333333333333, slope=0.01715642203554372, intercept=3.311339531811911)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\batchai-java-run-batchai-job,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.6782969373130285e-05, z=4.3038838248681195, Tau=0.7904761904761904, s=83.0, var_s=363.0, slope=15.5, intercept=1172.5)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004158101119850599, z=2.8659117733101382, Tau=0.5142857142857142, s=54.0, var_s=342.0, slope=0.007601987054041899, intercept=3.770961914797531)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\batch-java-manage-batch-accounts,"Mann_Kendall_Test(trend='no trend', h=False, p=0.46517007292418233, z=-0.7303601454103448, Tau=-0.05238095238095238, s=-33.0, var_s=1919.6666666666667, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.4699352846037073e-13, z=7.389752763340262, Tau=0.8539682539682539, s=538.0, var_s=5280.666666666667, slope=26.107142857142858, intercept=462.125)","Mann_Kendall_Test(trend='no trend', h=False, p=0.7516176357326405, z=-0.3165071015955792, Tau=-0.0380952380952381, s=-24.0, var_s=5280.666666666667, slope=0.0, intercept=3.8505193436700287)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\resources-java-deploy-using-arm-template-with-progress,"Mann_Kendall_Test(trend='no trend', h=False, p=0.8721834496761107, z=0.16088566908468974, Tau=0.016194331983805668, s=12.0, var_s=4674.666666666667, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=3.774758283725532e-14, z=7.568313960383215, Tau=0.8407557354925776, s=623.0, var_s=6754.333333333333, slope=32.32608695652174, intercept=174.80434782608688)","Mann_Kendall_Test(trend='no trend', h=False, p=0.9805850646723431, z=0.024335414663611624, Tau=0.004048582995951417, s=3.0, var_s=6754.333333333333, slope=0.0, intercept=3.7222222222222223)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\sql-database-java-manage-virtual-network-rules,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003441766677845237, z=2.925252649612825, Tau=0.6, s=33.0, var_s=119.66666666666667, slope=3.75, intercept=1243.75)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003441766677845237, z=2.925252649612825, Tau=0.6, s=33.0, var_s=119.66666666666667, slope=0.011111111111111294, intercept=3.7555555555555546)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\sql-database-java-manage-failover-groups,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0011044442032996926, z=3.2624737000832122, Tau=0.7090909090909091, s=39.0, var_s=135.66666666666666, slope=3.75, intercept=1250.25)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003441766677845237, z=2.925252649612825, Tau=0.6, s=33.0, var_s=119.66666666666667, slope=0.011111111111111294, intercept=3.7555555555555546)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
